0.02587215,0.05064493,0.07075955,0.21131155,0.24643916,0.13026491,0.04051209,1
0.05949368,0.07805324,0.18456914,0.29434389,0.23021474,0.08804881,0.02594358,1
0.30733469,0.02571083,0.0210846,0.00341859,0.01462616,0.0192358,0.05337877,1
0.34759367,0.03989311,0.00742545,0.00293501,0.00907975,0.00343956,0.00844775,1
0.00652776,0.00346921,0.00442122,0.03075361,0.1695589,0.1790185,0.06432591,1
0.10825776,0.27676138,0.20848806,0.09412754,0.19938761,0.12866977,0.08813975,1
0.04850677,0.06787506,0.07180476,0.11593986,0.311037,0.18491887,0.07294627,1
0.11557547,0.11526532,0.05242204,0.08632366,0.12035181,0.0966518,0.13355751,1
0.00183684,0.00074294,0.00298919,0.06131678,0.44481069,0.19383019,0.00530278,1
0.02009006,0.06783855,0.06930645,0.11038513,0.10768137,0.07665991,0.07532018,1
0.00153328,0., 4.29603169e-05,0.22406144,0.42621586,0.04202487,0.00335705,1
0.14204951,0.16463494,0.1181111,0.08483905,0.06601116,0.10160106,0.08481367,1
0.0610349,0.05076585,0.06617318,0.16547994,0.23244795,0.13945444,0.1601076,1
0.00248748,0.00214461,0.01077738,0.13770328,0.34756899,0.26031059,0.05019813,1
0.05757344,0.12496608,0.13700776,0.1044613,0.05053148,0.07089327,0.0541457,1
0.17688769,0.15281068,0.09425019,0.05730043,0.07337824,0.09897677,0.14991412,1
0.09092507,0.11118369,0.17526148,0.2599217,0.28870806,0.22184055,0.07893161,1
0.00308484,0.01477597,0.08942272,0.3083182,0.34674495,0.07149773,0.00135272,1
0.04987003,0.05043606,0.10314602,0.25734317,0.10541486,0.09654482,0.26946712,1
0.00664675,0.02227954,0.05997674,0.11187722,0.40931699,0.10352241,0.00706411,1
0.1777803,0.1745245,0.11244056,0.17152587,0.15344054,0.08581293,0.17169915,0
0.22014315,0.07558978,0.09158775,0.12807775,0.1496215,0.18117596,0.20495701,0
0.0815777,0.07627873,0.1922351,0.29346278,0.29346278,0.13091795,0.0290794,0
0.01317247,0.01450795,0.03383363,0.05703495,0.30201,0.19164307,0.02495083,0
0.02413979,0.01816807,0.06359753,0.33177009,0.34888449,0.10434888,0.01365427,0
0.00599096,0.01169821,0.03429613,0.27124193,0.31562707,0.21898118,0.03728118,0
0.10031816,0.06900928,0.06151098,0.06894489,0.09401794,0.08628654,0.06876203,0
0.07514963,0.06792154,0.10375275,0.10354269,0.11357187,0.230289,0.23432902,0
0.05495281,0.05987651,0.08330682,0.07941355,0.18676576,0.31223598,0.22952232,0
0.03136689,0.03494017,0.03127478,0.0575899,0.09105715,0.06607698,0.02337085,0
0.16404338,0.042231,0.11372645,0.13513222,0.12933818,0.21402712,0.15419491,0
0.09820902,0.16106082,0.16270857,0.19599643,0.16662732,0.09444425,0.05548123,0
0.15088519,0.06921295,0.1108015,0.0652567,0.12856887,0.25284395,0.24396428,0
0.04446489,0.0163486,0.01779378,0.05854873,0.20791638,0.30733511,0.29478845,0
0.11295094,0.06092755,0.05758138,0.09005187,0.18438032,0.26306972,0.10317757,0
0.0031534,0.00837953,0.00918614,0.04311097,0.34953827,0.34953827,0.0214256,0
0.00230219,0.00500013,0.09256896,0.33756992,0.33756992,0.08913542,0.01899819,0
0.15146038,0.25681019,0.16412432,0.22844656,0.21621861,0.24422266,0.1452616,0
0.24002948,0.23976195,0.13681853,0.17594035,0.11181862,0.14395107,0.10301428,0
0.03483189,0.0542897,0.11876613,0.19542539,0.2294966,0.13742961,0.06031032,0
0.01984313,0.02180225,0.06541339,0.18691954,0.3703483,0.10786675,0.02109618,0
0.01042852,0.00961224,0.25742844,0.35930344,0.35930344,0.16412605,0.05695373,0
0.03112467,0.13981034,0.15753864,0.1737228,0.19553505,0.20958793,0.06361039,0
0.09951491,0.12765419,0.08184762,0.10611194,0.26374239,0.18205373,0.09521516,0
0.16058595,0.07936297,0.06720762,0.07400933,0.23986895,0.23986895,0.23986895,0
0.08985948,0.22684409,0.24660599,0.12509917,0.09271229,0.06335039,0.14918056,0
0.15244612,0.06097518,0.06274617,0.07618666,0.09081742,0.1132504,0.15959355,0
0.12941676,0.03276011,0.02962639,0.04500031,0.05837896,0.0200587,0.02533729,0
0.07699567,0.01900446,0.04729999,0.16688864,0.24992095,0.23985258,0.08429865,0
0.2388064,0.19003405,0.1562544,0.17648558,0.24825621,0.16579621,0.14053962,0
0.24556683,0.14142674,0.06849426,0.06187375,0.06672251,0.08072336,0.0416155,0
0.03686017,0.04737303,0.08535019,0.15988302,0.2770611,0.15109451,0.06411969,0
0.20127407,0.04497148,0.02620099,0.05084344,0.09189329,0.13866854,0.20548791,0
0.12967019,0.06501751,0.10417296,0.12850273,0.15824871,0.08820719,0.14710829,0
0.07532975,0.18539886,0.19072762,0.0929485,0.12680063,0.16828342,0.21800297,0
0.23086637,0.11486354,0.06763846,0.13327169,0.22383761,0.16358669,0.09634729,0
0.04813284,0.18738954,0.13056436,0.21226884,0.27435362,0.15162329,0.06297165,0
0.30135402,0.13324861,0.08410237,0.04868739,0.09893028,0.09212636,0.14576486,0
0.06754768,0.05354531,0.16167794,0.23316169,0.05486349,0.03108066,0.04615803,0
